TIPO;IDENTIFICACION;APELLIDO;NOMBRE;CARRERA_INDEFINIDA;INSCRIPCION;DOCUMENTACION;MATRICULA;EMAIL;TELEFONO;SEDE;SEXO;RESIDENCIA;TITULO;EGRESO;UNIVERSIDAD;NACIMIENTO;POSGRADO
NULL;476;2B;4F;ESP.X;2020-08-07 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;477;239a;3E;ESPECIALIZACI X;2021-02-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;478;2B;4F;ESPECIALIZACI W;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;479;240a;3E;MAESTR X;2022-03-06 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;480;2B;4F;CARRERA INDEFINIDA;2020-10-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;481;241a;3E;MAESTR X;2021-03-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;482;2B;4F;MAESTR X;2021-03-19 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;483;242a;3E;ESP.X;2021-07-27 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;484;2B;4F;ESP.X;2020-06-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;485;243a;3E;ESP.X;2020-07-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;486;2B;4F;ESPECIALIZACI W;2021-02-05 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;487;244a;3E;ESP.X;2021-07-29 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;488;2B;4F;MAESTR X;2022-03-03 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;489;245a;3E;ESPECIALIZACI X;2022-03-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;490;2B;4F;ESP.X;2021-07-04 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;491;246a;3E;ESPECIALIZACI X;2021-02-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;492;2B;4F;ESPECIALIZACI W;2022-03-28 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;493;247a;3E;MAESTR Y;2022-02-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;494;2B;4F;ESPECIALIZACI W;2021-02-26 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
DNI       ;495;248a;3E;MAESTR X;2022-02-01 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;496;2B;4F;ESPECIALIZACIO R;2020-08-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;497;249a;3E;ESP.X;2020-08-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;498;2B;4F;ESPECIALIZACI W;2022-03-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;499;250a;3E;DOCTORADO Z;2021-03-24 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;500;2B;4F;MAESTR X;2022-03-15 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;501;251a;3E;ESPECIALIZACI A;2021-03-30 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;502;2B;4F;ESPECIALIZACIO R;2021-03-25 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;503;252a;3E;ESPECIALIZACI X;2022-02-04 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;504;2B;4F;ESPECIALIZACI X;2021-03-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;505;253a;3E;ESPECIALIZACIO R;2021-08-11 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;506;2B;4F;MAESTR Z;2020-07-13 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;507;254a;3E;ESPECIALIZACI W;2021-02-17 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;508;2B;4F;DOCTORADO Z;2021-02-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;509;255a;3E;ESPECIALIZACIO R;2021-02-20 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;510;2B;4F;ESPECIALIZACI A;2020-08-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;511;256a;3E;ESPECIALIZACIO R;2021-07-12 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;512;2B;4F;ESPECIALIZACI W;2021-03-07 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;513;257a;3E;ESPECIALIZACI W;2021-04-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;514;2B;4F;ESPECIALIZACI A;2022-03-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;515;258a;3E;MAESTR X;2022-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;516;2B;4F;MAESTR X;2021-03-15 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;517;259a;3E;ESP.X;2021-06-18 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;518;2B;4F;ESPECIALIZACIO R;2021-08-10 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;519;260a;3E;ESP.X;2020-06-29 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;520;2B;4F;ESP.X;2021-06-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;521;261a;3E;ESPECIALIZACI W;2021-03-30 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;522;2B;4F;ESPECIALIZACIO R;2022-03-11 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;523;262a;3E;ESPECIALIZACI A;2022-04-01 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;524;2B;4F;MAESTR X;2020-08-04 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;525;263a;3E;MAESTR Y;2020-08-10 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;526;2B;4F;ESP.X;2020-08-06 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;527;264a;3E;MAESTR X;2021-02-18 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;528;2B;4F;MAESTR Y;2020-07-23 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;529;265a;3E;Diplomatura X;2021-07-22 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;530;2B;4F;ESPECIALIZACI A;2022-04-01 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;531;266a;3E;ESPECIALIZACI W;2021-03-29 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;532;2B;4F;ESPECIALIZACIO R;2022-03-09 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;533;267a;3E;ESPECIALIZACI W;2022-03-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;534;2B;4F;ESPECIALIZACIO R;2021-02-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;535;268a;3E;DOCTORADO Z;2021-03-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;536;2B;4F;DOCTORADO Z;2022-03-17 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;537;269a;3E;MAESTR X;2022-02-02 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;538;2B;4F;DOCTORADO Z;2022-03-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;539;270a;3E;ESPECIALIZACI W;2021-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;540;2B;4F;DOCTORADO Z;2021-02-16 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;541;271a;3E;DOCTORADO Y;2022-02-12 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;542;2B;4F;MAESTR X;2022-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;543;272a;3E;ESPECIALIZACI Q;2021-03-25 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;544;2B;4F;ESPECIALIZACI A;2020-07-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;545;273a;3E;ESPECIALIZACI X;2021-03-19 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;546;2B;4F;MAESTR Y;2020-07-10 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;547;274a;3E;MAESTR Z;2021-08-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;548;2B;4F;ESPECIALIZACIO R;2021-02-04 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;549;275a;3E;MAESTR X;2022-03-02 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;550;2B;4F;ESP.X;2021-07-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;551;276a;3E;DOCTORADO Y;2021-03-01 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;552;2B;4F;DOCTORADO Z;2022-02-25 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;553;277a;3E;MAESTR Y;2022-02-04 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;554;2B;4F;DOCTORADO Z;2021-03-26 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;555;278a;3E;ESPECIALIZACI W;2021-03-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;556;2B;4F;ESPECIALIZACI X;2021-02-19 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;557;279a;3E;ESPECIALIZACI A;2021-08-12 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;558;2B;4F;ESPECIALIZACI W;2022-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;559;280a;3E;MAESTR Z;2020-07-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;560;2B;4F;ESPECIALIZACI X;2022-02-03 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;561;281a;3E;ESP.X;2020-08-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;562;2B;4F;ESPECIALIZACI A;2021-02-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;563;282a;3E;MAESTR X;2022-02-01 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;564;2B;4F;ESPECIALIZACI X;2021-02-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;565;283a;3E;ESPECIALIZACI W;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;566;2B;4F;ESP.X;2021-06-19 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;567;284a;3E;ESPECIALIZACI A;2020-08-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;568;2B;4F;MAESTR X;2022-02-03 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;569;285a;3E;ESPECIALIZACI A;2021-03-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;570;2B;4F;MAESTR X;2022-02-22 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;571;286a;3E;DOCTORADO Z;2021-03-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;572;2B;4F;DOCTORADO Z;2021-02-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;573;287a;3E;ESPECIALIZACI A;2021-02-07 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;574;2B;4F;CARRERA INDEFINIDA;2020-10-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;575;288a;3E;DOCTORADO Z;2022-03-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;576;2B;4F;ESPECIALIZACIO R;2022-03-04 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;577;289a;3E;ESPECIALIZACI W;2021-03-01 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;578;2B;4F;ESPECIALIZACI W;2022-03-02 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;579;290a;3E;ESP.X;2021-08-11 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;580;2B;4F;CARRERA INDEFINIDA;2020-10-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;581;291a;3E;ESP.X;2021-07-15 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;582;2B;4F;ESPECIALIZACI W;2022-03-15 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;583;292a;3E;ESP.X;2021-07-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;584;2B;4F;MAESTR X;2022-02-07 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;585;293a;3E;ESPECIALIZACI W;2022-03-04 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;586;2B;4F;MAESTR X;2021-03-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;587;294a;3E;DOCTORADO Z;2021-02-19 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;588;2B;4F;MAESTR Y;2022-02-01 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;589;295a;3E;ESPECIALIZACI X;2021-02-09 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;590;2B;4F;ESPECIALIZACI A;2022-03-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;591;296a;3E;ESP.X;2021-06-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;592;2B;4F;MAESTR Y;2022-02-03 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;593;297a;3E;ESP.X;2021-08-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;594;2B;4F;ESP.X;2021-06-15 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;595;298a;3E;ESP.X;2020-08-10 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;596;2B;4F;ESPECIALIZACI X;2022-03-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;597;299a;3E;MAESTR X;2022-02-02 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;598;2B;4F;ESP.X;2021-07-28 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;599;300a;3E;MAESTR Y;2022-02-01 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;600;2B;4F;MAESTR X;2021-03-21 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;601;301a;3E;ESP.X;2020-07-06 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;602;2B;4F;ESP.X;2021-07-20 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;603;302a;3E;ESPECIALIZACI A;2021-03-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;604;2B;4F;ESPECIALIZACI X;2022-03-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;605;303a;3E;ESPECIALIZACI X;2022-02-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;606;2B;4F;ESPECIALIZACI W;2021-03-21 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;607;304a;3E;DOCTORADO Z;2022-02-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;608;2B;4F;ESPECIALIZACIO R;2022-03-09 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;609;305a;3E;DOCTORADO Z;2022-03-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;610;2B;4F;ESPECIALIZACI X;2022-02-01 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;611;306a;3E;DOCTORADO Z;2021-03-29 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;612;2B;4F;ESPECIALIZACI A;2022-02-21 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;613;307a;3E;ESPECIALIZACI Q;2021-03-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;614;2B;4F;ESPECIALIZACI X;2022-03-15 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;615;308a;3E;ESPECIALIZACI W;2022-03-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;616;2B;4F;DOCTORADO Z;2022-02-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;617;309a;3E;DOCTORADO Y;2020-08-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;618;2B;4F;MAESTR Z;2021-08-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;619;310a;3E;ESPECIALIZACIO R;2022-03-02 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;620;2B;4F;ESPECIALIZACIO R;2021-02-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;621;311a;3E;DOCTORADO Z;2021-03-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;622;2B;4F;ESPECIALIZACIO R;2022-03-02 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;623;312a;3E;ESPECIALIZACI W;2022-02-07 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;624;2B;4F;MAESTR Z;2021-06-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;625;313a;3E;DOCTORADO Z;2021-02-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;626;2B;4F;DOCTORADO Z;2022-03-21 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;627;314a;3E;ESP.X;2021-07-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;628;2B;4F;ESPECIALIZACIO R;2022-03-03 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;629;315a;3E;MAESTR Y;2020-08-14 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;630;2B;4F;ESPECIALIZACIO R;2021-06-15 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;631;316a;3E;ESP.X;2021-08-03 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;632;2B;4F;ESP.X;2021-07-29 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;633;317a;3E;ESP.X;2021-07-30 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
